,IMEI_Number,Phone_Number,Called_Numbers,Type,Call_Start_Time,Call_End_Time,Location
1132,250777406762377,+91-9457614681,+91-855-509-2252,INCOMING,2020-01-30 06:27:07,2020-01-30 06:44:01,"(28.881342, 78.581894)"
1133,604775855254246,+91-9457614681,+91-855-595-1832,OUTGOING,2020-02-14 03:54:23,2020-02-14 04:43:53,"(28.892516, 78.725159)"
1134,456431013543810,+91-9457614681,+91-855-509-2252,INCOMING,2020-03-24 09:15:36,2020-03-24 09:47:11,"(28.881342, 78.581894)"
1135,250777406762377,+91-9457614681,+91-855-538-1344,INCOMING,2020-03-14 16:10:58,2020-03-14 16:57:17,"(28.696474, 78.660419)"
1136,604775855254246,+91-9457614681,+91-755-535-4555,INCOMING,2020-02-13 06:12:00,2020-02-13 06:17:34,"(28.792365, 78.756622)"
1137,456431013543810,+91-9457614681,+91-755-505-9181,OUTGOING,2020-02-27 13:45:42,2020-02-27 14:05:00,"(28.847369, 78.758552)"
1138,250777406762377,+91-9457614681,+91-855-591-4164,OUTGOING,2020-02-09 08:23:47,2020-02-09 08:27:58,"(28.829659, 78.715692)"
1139,250777406762377,+91-9457614681,+91-935-555-1034,OUTGOING,2020-01-18 08:41:41,2020-01-18 08:42:19,"(28.696474, 78.660419)"
1140,456431013543810,+91-9457614681,+91-915-557-2013,OUTGOING,2020-02-16 06:28:08,2020-02-16 06:47:34,"(28.696474, 78.660419)"
1141,604775855254246,+91-9457614681,+91-755-529-9384,OUTGOING,2020-02-09 14:54:58,2020-02-09 14:56:49,"(28.892516, 78.725159)"
1142,250777406762377,+91-9457614681,+91-855-583-2582,OUTGOING,2020-02-26 06:54:52,2020-02-26 07:00:30,"(28.847369, 78.758552)"
1143,604775855254246,+91-9457614681,+91-755-576-3516,INCOMING,2020-01-24 20:31:00,2020-01-24 21:10:21,"(28.847369, 78.758552)"
1144,250777406762377,+91-9457614681,+91-755-518-1731,OUTGOING,2020-02-08 08:07:46,2020-02-08 08:11:23,"(28.881342, 78.581894)"
1145,456431013543810,+91-9457614681,+91-755-565-8423,INCOMING,2020-03-05 06:15:25,2020-03-05 06:53:24,"(28.847369, 78.758552)"
1146,250777406762377,+91-9457614681,+91-855-503-9775,OUTGOING,2020-02-02 16:26:12,2020-02-02 16:59:28,"(28.696474, 78.660419)"
1147,250777406762377,+91-9457614681,+91-755-535-4555,OUTGOING,2020-03-04 06:16:16,2020-03-04 06:28:58,"(28.892516, 78.725159)"
1148,456431013543810,+91-9457614681,+91-985-550-6742,OUTGOING,2020-01-11 05:40:08,2020-01-11 06:29:44,"(28.696474, 78.660419)"
1149,604775855254246,+91-9457614681,+91-955-553-7152,OUTGOING,2020-01-05 03:54:25,2020-01-05 04:49:28,"(28.792365, 78.756622)"
1150,250777406762377,+91-9457614681,+91-755-541-9099,INCOMING,2020-02-12 11:29:34,2020-02-12 12:04:33,"(28.847369, 78.758552)"
1151,250777406762377,+91-9457614681,+91-755-597-3583,INCOMING,2020-03-22 02:03:31,2020-03-22 02:35:41,"(28.696474, 78.660419)"
1152,250777406762377,+91-9457614681,+91-755-576-3516,OUTGOING,2020-02-09 10:36:46,2020-02-09 11:11:19,"(28.847369, 78.758552)"
1153,250777406762377,+91-9457614681,+91-925-558-9205,OUTGOING,2020-03-08 02:40:16,2020-03-08 03:36:54,"(28.696474, 78.660419)"
1154,604775855254246,+91-9457614681,+91-855-591-4288,OUTGOING,2020-03-02 02:31:45,2020-03-02 02:57:02,"(28.881342, 78.581894)"
1155,604775855254246,+91-9457614681,+91-955-559-4440,INCOMING,2020-02-12 18:20:26,2020-02-12 19:16:13,"(28.892516, 78.725159)"
1156,456431013543810,+91-9457614681,+91-855-579-8994,OUTGOING,2020-02-14 09:06:10,2020-02-14 09:40:11,"(28.881342, 78.581894)"
1157,604775855254246,+91-9457614681,+91-855-504-4054,INCOMING,2020-01-20 18:05:35,2020-01-20 19:00:03,"(28.892516, 78.725159)"
1158,250777406762377,+91-9457614681,+91-755-564-0578,OUTGOING,2020-02-23 05:34:11,2020-02-23 05:51:43,"(28.881342, 78.581894)"
1159,456431013543810,+91-9457614681,+91-925-557-3998,OUTGOING,2020-01-27 05:55:34,2020-01-27 06:45:07,"(28.847369, 78.758552)"
1160,604775855254246,+91-9457614681,+91-755-567-7936,OUTGOING,2020-01-09 12:16:26,2020-01-09 12:46:17,"(28.696474, 78.660419)"
1161,250777406762377,+91-9457614681,+91-755-522-9356,INCOMING,2020-02-28 00:49:09,2020-02-28 01:07:05,"(28.696474, 78.660419)"
1162,456431013543810,+91-9457614681,+91-955-559-4440,INCOMING,2020-02-05 14:35:00,2020-02-05 14:42:43,"(28.696474, 78.660419)"
1163,456431013543810,+91-9457614681,+91-855-501-9691,INCOMING,2020-02-25 10:52:35,2020-02-25 11:22:26,"(28.881342, 78.581894)"
1164,456431013543810,+91-9457614681,+91-925-558-1539,INCOMING,2020-02-07 17:16:09,2020-02-07 17:17:25,"(28.792365, 78.756622)"
1165,456431013543810,+91-9457614681,+91-855-583-2582,OUTGOING,2020-03-09 13:58:41,2020-03-09 14:37:01,"(28.892516, 78.725159)"
1166,604775855254246,+91-9457614681,+91-855-526-2805,OUTGOING,2020-02-07 13:03:54,2020-02-07 13:08:24,"(28.892516, 78.725159)"
1167,604775855254246,+91-9457614681,+91-755-592-7698,INCOMING,2020-02-02 11:00:49,2020-02-02 11:05:35,"(28.829659, 78.715692)"
1168,456431013543810,+91-9457614681,+91-755-529-9384,INCOMING,2020-01-07 09:27:20,2020-01-07 09:35:37,"(28.892516, 78.725159)"
1169,604775855254246,+91-9457614681,+91-935-557-2700,INCOMING,2020-01-27 00:25:05,2020-01-27 00:47:19,"(28.792365, 78.756622)"
1170,250777406762377,+91-9457614681,+91-755-567-7936,INCOMING,2020-02-17 20:00:45,2020-02-17 20:47:41,"(28.847369, 78.758552)"
1171,456431013543810,+91-9457614681,+91-855-509-2252,INCOMING,2020-01-17 12:35:44,2020-01-17 13:15:06,"(28.847369, 78.758552)"
1172,250777406762377,+91-9457614681,+91-855-556-8994,INCOMING,2020-02-28 22:20:37,2020-02-28 22:55:55,"(28.881342, 78.581894)"
1173,456431013543810,+91-9457614681,+91-975-552-0715,INCOMING,2020-03-02 23:01:47,2020-03-02 23:10:17,"(28.792365, 78.756622)"
1174,250777406762377,+91-9457614681,+91-855-553-7983,INCOMING,2020-02-10 23:34:41,2020-02-10 23:54:19,"(28.881342, 78.581894)"
1175,456431013543810,+91-9457614681,+91-855-562-3450,OUTGOING,2020-03-10 10:30:26,2020-03-10 11:25:58,"(28.792365, 78.756622)"
1176,456431013543810,+91-9457614681,+91-855-591-4164,INCOMING,2020-03-04 23:10:16,2020-03-04 23:40:11,"(28.792365, 78.756622)"
1177,604775855254246,+91-9457614681,+91-955-559-4440,OUTGOING,2020-01-14 11:59:54,2020-01-14 12:37:59,"(28.847369, 78.758552)"
1178,250777406762377,+91-9457614681,+91-855-538-8796,INCOMING,2020-03-11 07:05:24,2020-03-11 07:50:28,"(28.696474, 78.660419)"
1179,604775855254246,+91-9457614681,+91-755-529-9384,INCOMING,2020-03-18 10:25:13,2020-03-18 10:42:33,"(28.829659, 78.715692)"
1180,250777406762377,+91-9457614681,+91-945-556-9882,INCOMING,2020-02-12 01:51:49,2020-02-12 02:10:15,"(28.829659, 78.715692)"
1181,250777406762377,+91-9457614681,+91-855-591-4164,OUTGOING,2020-03-19 12:30:22,2020-03-19 13:10:21,"(28.892516, 78.725159)"
1182,604775855254246,+91-9457614681,+91-935-550-6401,INCOMING,2020-01-10 11:40:02,2020-01-10 12:21:13,"(28.829659, 78.715692)"
1183,456431013543810,+91-9457614681,+91-755-541-9099,OUTGOING,2020-01-28 08:59:41,2020-01-28 09:57:46,"(28.847369, 78.758552)"
1184,456431013543810,+91-9457614681,+91-755-541-2719,OUTGOING,2020-02-09 07:35:13,2020-02-09 08:33:08,"(28.892516, 78.725159)"
1185,604775855254246,+91-9457614681,+91-985-551-1051,OUTGOING,2020-01-17 22:57:51,2020-01-17 22:57:54,"(28.847369, 78.758552)"
1186,604775855254246,+91-9457614681,+91-905-557-7383,OUTGOING,2020-02-26 22:56:48,2020-02-26 23:42:55,"(28.696474, 78.660419)"
1187,604775855254246,+91-9457614681,+91-755-598-9232,OUTGOING,2020-01-14 18:54:38,2020-01-14 19:54:12,"(28.881342, 78.581894)"
1188,604775855254246,+91-9457614681,+91-985-550-6742,INCOMING,2020-03-22 05:54:59,2020-03-22 06:53:04,"(28.847369, 78.758552)"
1189,250777406762377,+91-9457614681,+91-965-556-3594,INCOMING,2020-03-15 04:17:58,2020-03-15 05:13:47,"(28.829659, 78.715692)"
1190,250777406762377,+91-9457614681,+91-965-556-3594,INCOMING,2020-02-24 08:00:19,2020-02-24 08:17:44,"(28.696474, 78.660419)"
1191,604775855254246,+91-9457614681,+91-755-518-1731,INCOMING,2020-03-15 14:01:12,2020-03-15 14:04:11,"(28.847369, 78.758552)"
1192,250777406762377,+91-9457614681,+91-855-571-6375,OUTGOING,2020-03-16 05:41:32,2020-03-16 06:06:02,"(28.881342, 78.581894)"
1193,250777406762377,+91-9457614681,+91-925-558-9205,INCOMING,2020-01-30 13:52:29,2020-01-30 14:43:52,"(28.892516, 78.725159)"
1194,456431013543810,+91-9457614681,+91-995-551-3095,INCOMING,2020-03-07 05:33:32,2020-03-07 05:35:53,"(28.829659, 78.715692)"
1195,456431013543810,+91-9457614681,+91-755-561-0725,INCOMING,2020-02-02 12:56:56,2020-02-02 13:16:48,"(28.792365, 78.756622)"
1196,604775855254246,+91-9457614681,+91-755-564-8571,INCOMING,2020-03-12 08:26:16,2020-03-12 08:51:25,"(28.829659, 78.715692)"
1197,250777406762377,+91-9457614681,+91-985-550-6742,OUTGOING,2020-01-04 07:11:40,2020-01-04 07:29:35,"(28.881342, 78.581894)"
1198,456431013543810,+91-9457614681,+91-905-557-7383,INCOMING,2020-03-10 19:45:02,2020-03-10 20:11:30,"(28.829659, 78.715692)"
1199,250777406762377,+91-9457614681,+91-755-541-9099,INCOMING,2020-01-16 02:48:38,2020-01-16 03:34:45,"(28.892516, 78.725159)"
1200,604775855254246,+91-9457614681,+91-755-564-0578,INCOMING,2020-03-06 08:47:48,2020-03-06 08:49:57,"(28.881342, 78.581894)"
1201,604775855254246,+91-9457614681,+91-855-562-3450,OUTGOING,2020-01-24 10:00:39,2020-01-24 10:01:35,"(28.892516, 78.725159)"
1202,250777406762377,+91-9457614681,+91-935-557-2700,OUTGOING,2020-01-27 14:39:27,2020-01-27 14:50:36,"(28.829659, 78.715692)"
1203,456431013543810,+91-9457614681,+91-755-529-9384,OUTGOING,2020-02-10 10:47:27,2020-02-10 11:37:10,"(28.892516, 78.725159)"
1204,604775855254246,+91-9457614681,+91-755-564-5265,OUTGOING,2020-02-15 20:35:46,2020-02-15 21:27:13,"(28.881342, 78.581894)"
1205,250777406762377,+91-9457614681,+91-755-541-2719,INCOMING,2020-03-21 13:31:15,2020-03-21 14:07:52,"(28.829659, 78.715692)"
1206,250777406762377,+91-9457614681,+91-915-557-2013,INCOMING,2020-02-06 20:53:14,2020-02-06 21:40:05,"(28.892516, 78.725159)"
1207,604775855254246,+91-9457614681,+91-755-561-0725,INCOMING,2020-02-01 00:59:34,2020-02-01 01:55:31,"(28.892516, 78.725159)"
1208,604775855254246,+91-9457614681,+91-855-583-2582,OUTGOING,2020-03-12 08:14:21,2020-03-12 08:16:57,"(28.829659, 78.715692)"
1209,456431013543810,+91-9457614681,+91-925-557-3998,OUTGOING,2020-02-23 02:17:47,2020-02-23 02:33:59,"(28.847369, 78.758552)"
1210,250777406762377,+91-9457614681,+91-955-559-4440,INCOMING,2020-01-23 00:11:56,2020-01-23 01:03:15,"(28.829659, 78.715692)"
1211,604775855254246,+91-9457614681,+91-855-556-8994,OUTGOING,2020-02-15 12:23:18,2020-02-15 13:15:50,"(28.892516, 78.725159)"
1212,604775855254246,+91-9457614681,+91-755-567-7936,OUTGOING,2020-01-09 18:35:04,2020-01-09 18:50:42,"(28.847369, 78.758552)"
1213,456431013543810,+91-9457614681,+91-855-591-4164,OUTGOING,2020-02-01 03:18:49,2020-02-01 04:12:50,"(28.829659, 78.715692)"
1214,604775855254246,+91-9457614681,+91-755-511-1920,INCOMING,2020-03-19 11:11:18,2020-03-19 11:55:19,"(28.892516, 78.725159)"
1215,456431013543810,+91-9457614681,+91-855-502-2503,OUTGOING,2020-03-03 22:46:56,2020-03-03 22:56:44,"(28.847369, 78.758552)"
1216,456431013543810,+91-9457614681,+91-755-511-1920,OUTGOING,2020-03-20 00:15:47,2020-03-20 01:11:26,"(28.696474, 78.660419)"
1217,250777406762377,+91-9457614681,+91-915-557-2013,INCOMING,2020-01-23 00:18:54,2020-01-23 00:32:48,"(28.696474, 78.660419)"
1218,604775855254246,+91-9457614681,+91-855-553-7927,OUTGOING,2020-03-20 20:40:36,2020-03-20 20:57:11,"(28.847369, 78.758552)"
1219,250777406762377,+91-9457614681,+91-855-591-4164,INCOMING,2020-03-05 22:33:51,2020-03-05 22:40:35,"(28.881342, 78.581894)"
1220,456431013543810,+91-9457614681,+91-755-565-8423,INCOMING,2020-02-26 14:15:55,2020-02-26 14:51:14,"(28.696474, 78.660419)"
1221,604775855254246,+91-9457614681,+91-755-541-2295,INCOMING,2020-03-12 00:41:30,2020-03-12 01:20:43,"(28.847369, 78.758552)"
1222,604775855254246,+91-9457614681,+91-975-552-0715,INCOMING,2020-02-08 21:46:44,2020-02-08 22:43:41,"(28.847369, 78.758552)"
1223,456431013543810,+91-9457614681,+91-935-551-4172,INCOMING,2020-02-22 06:39:11,2020-02-22 07:04:29,"(28.892516, 78.725159)"
1224,456431013543810,+91-9457614681,+91-985-551-1051,INCOMING,2020-03-04 04:03:44,2020-03-04 04:22:34,"(28.792365, 78.756622)"
1225,250777406762377,+91-9457614681,+91-905-559-4634,OUTGOING,2020-01-02 06:54:29,2020-01-02 07:29:41,"(28.892516, 78.725159)"
1226,604775855254246,+91-9457614681,+91-965-556-3594,OUTGOING,2020-03-02 06:48:52,2020-03-02 07:33:48,"(28.792365, 78.756622)"
1227,250777406762377,+91-9457614681,+91-755-511-1920,INCOMING,2020-01-18 01:28:23,2020-01-18 01:51:58,"(28.847369, 78.758552)"
1228,250777406762377,+91-9457614681,+91-755-562-7393,OUTGOING,2020-03-18 19:11:59,2020-03-18 19:15:13,"(28.892516, 78.725159)"
1229,604775855254246,+91-9457614681,+91-755-541-2719,INCOMING,2020-02-13 03:30:01,2020-02-13 04:07:28,"(28.792365, 78.756622)"
1230,604775855254246,+91-9457614681,+91-755-511-1920,OUTGOING,2020-03-03 22:00:37,2020-03-03 22:36:31,"(28.847369, 78.758552)"
1231,456431013543810,+91-9457614681,+91-755-517-4792,INCOMING,2020-03-08 12:00:26,2020-03-08 12:26:57,"(28.892516, 78.725159)"
1232,250777406762377,+91-9457614681,+91-755-527-3743,OUTGOING,2020-01-19 04:12:27,2020-01-19 04:46:06,"(28.696474, 78.660419)"
1233,604775855254246,+91-9457614681,+91-855-504-4054,OUTGOING,2020-01-18 03:41:20,2020-01-18 03:57:39,"(28.892516, 78.725159)"
1234,250777406762377,+91-9457614681,+91-855-591-4288,INCOMING,2020-01-27 17:55:55,2020-01-27 18:09:28,"(28.881342, 78.581894)"
1235,250777406762377,+91-9457614681,+91-855-579-5317,OUTGOING,2020-03-03 20:42:14,2020-03-03 21:10:11,"(28.892516, 78.725159)"
1236,250777406762377,+91-9457614681,+91-855-500-0203,INCOMING,2020-02-10 16:32:58,2020-02-10 16:44:29,"(28.696474, 78.660419)"
1237,604775855254246,+91-9457614681,+91-855-595-1832,OUTGOING,2020-03-05 21:46:16,2020-03-05 22:44:56,"(28.829659, 78.715692)"
1238,456431013543810,+91-9457614681,+91-755-598-9232,INCOMING,2020-02-25 22:05:21,2020-02-25 22:56:35,"(28.829659, 78.715692)"
1239,456431013543810,+91-9457614681,+91-855-591-9650,OUTGOING,2020-02-01 08:41:31,2020-02-01 08:50:06,"(28.696474, 78.660419)"
1240,250777406762377,+91-9457614681,+91-855-503-9775,INCOMING,2020-02-11 21:10:08,2020-02-11 22:09:15,"(28.847369, 78.758552)"
1241,250777406762377,+91-9457614681,+91-925-558-1539,OUTGOING,2020-02-16 20:40:44,2020-02-16 21:20:08,"(28.696474, 78.660419)"
1242,250777406762377,+91-9457614681,+91-855-553-2320,INCOMING,2020-01-14 12:18:20,2020-01-14 12:46:09,"(28.696474, 78.660419)"
1243,456431013543810,+91-9457614681,+91-755-580-3310,OUTGOING,2020-02-04 13:05:55,2020-02-04 13:50:09,"(28.847369, 78.758552)"
1244,456431013543810,+91-9457614681,+91-755-541-2295,OUTGOING,2020-03-09 05:18:44,2020-03-09 05:55:02,"(28.829659, 78.715692)"
1245,250777406762377,+91-9457614681,+91-855-523-1067,OUTGOING,2020-03-19 06:17:43,2020-03-19 06:45:27,"(28.696474, 78.660419)"
1246,604775855254246,+91-9457614681,+91-755-541-2295,OUTGOING,2020-01-07 07:16:24,2020-01-07 08:14:09,"(28.792365, 78.756622)"
1247,456431013543810,+91-9457614681,+91-755-529-9384,INCOMING,2020-01-25 01:05:33,2020-01-25 01:25:15,"(28.829659, 78.715692)"
1248,456431013543810,+91-9457614681,+91-855-595-1832,INCOMING,2020-01-26 07:37:04,2020-01-26 08:16:05,"(28.696474, 78.660419)"
1249,604775855254246,+91-9457614681,+91-975-552-0715,INCOMING,2020-03-05 18:31:25,2020-03-05 19:24:55,"(28.892516, 78.725159)"
1250,456431013543810,+91-9457614681,+91-755-580-3310,INCOMING,2020-03-01 09:10:15,2020-03-01 09:22:01,"(28.881342, 78.581894)"
1251,250777406762377,+91-9457614681,+91-755-511-1920,OUTGOING,2020-03-02 10:44:20,2020-03-02 11:41:04,"(28.792365, 78.756622)"
1252,604775855254246,+91-9457614681,+91-755-597-3583,OUTGOING,2020-01-25 11:05:45,2020-01-25 12:01:47,"(28.847369, 78.758552)"
1253,250777406762377,+91-9457614681,+91-935-555-1034,OUTGOING,2020-01-06 06:23:22,2020-01-06 06:52:08,"(28.829659, 78.715692)"
1254,604775855254246,+91-9457614681,+91-955-552-5033,INCOMING,2020-03-09 16:02:36,2020-03-09 16:13:41,"(28.847369, 78.758552)"
1255,250777406762377,+91-9457614681,+91-755-565-8423,INCOMING,2020-01-01 13:38:48,2020-01-01 13:40:32,"(28.847369, 78.758552)"
1256,456431013543810,+91-9457614681,+91-955-559-4440,INCOMING,2020-02-15 01:38:46,2020-02-15 02:11:09,"(28.792365, 78.756622)"
1257,604775855254246,+91-9457614681,+91-855-509-2252,INCOMING,2020-02-12 14:50:49,2020-02-12 15:07:00,"(28.696474, 78.660419)"
1258,456431013543810,+91-9457614681,+91-755-511-1920,OUTGOING,2020-01-27 19:36:10,2020-01-27 20:32:20,"(28.881342, 78.581894)"
1259,604775855254246,+91-9457614681,+91-855-592-9539,INCOMING,2020-01-02 19:07:06,2020-01-02 19:15:47,"(28.881342, 78.581894)"
1260,456431013543810,+91-9457614681,+91-755-564-0578,OUTGOING,2020-03-24 08:48:25,2020-03-24 09:05:00,"(28.829659, 78.715692)"
1261,604775855254246,+91-9457614681,+91-755-527-3743,INCOMING,2020-03-13 05:57:28,2020-03-13 05:57:41,"(28.892516, 78.725159)"
1262,250777406762377,+91-9457614681,+91-755-592-7698,OUTGOING,2020-02-18 00:08:24,2020-02-18 00:23:32,"(28.892516, 78.725159)"
1263,456431013543810,+91-9457614681,+91-755-596-8126,INCOMING,2020-03-19 15:23:28,2020-03-19 16:05:27,"(28.696474, 78.660419)"
1264,456431013543810,+91-9457614681,+91-965-550-9287,INCOMING,2020-03-21 01:06:29,2020-03-21 01:34:56,"(28.847369, 78.758552)"
1265,604775855254246,+91-9457614681,+91-755-565-8423,INCOMING,2020-03-06 17:15:08,2020-03-06 17:31:15,"(28.881342, 78.581894)"
1266,604775855254246,+91-9457614681,+91-855-591-4164,INCOMING,2020-01-01 23:52:06,2020-01-02 00:01:15,"(28.829659, 78.715692)"
1267,250777406762377,+91-9457614681,+91-755-535-4555,INCOMING,2020-01-27 18:31:39,2020-01-27 18:34:41,"(28.792365, 78.756622)"
1268,250777406762377,+91-9457614681,+91-855-591-9650,INCOMING,2020-01-26 10:34:25,2020-01-26 10:56:12,"(28.847369, 78.758552)"
1269,456431013543810,+91-9457614681,+91-955-559-1994,OUTGOING,2020-03-03 13:06:22,2020-03-03 14:05:22,"(28.792365, 78.756622)"
1270,250777406762377,+91-9457614681,+91-755-510-3656,OUTGOING,2020-01-13 18:13:08,2020-01-13 18:38:58,"(28.892516, 78.725159)"
1271,604775855254246,+91-9457614681,+91-855-503-9775,OUTGOING,2020-03-20 14:37:31,2020-03-20 15:10:18,"(28.792365, 78.756622)"
1272,456431013543810,+91-9457614681,+91-985-551-1051,INCOMING,2020-01-26 10:22:48,2020-01-26 11:12:15,"(28.847369, 78.758552)"
1273,604775855254246,+91-9457614681,+91-855-500-0203,OUTGOING,2020-01-14 12:50:34,2020-01-14 13:30:10,"(28.792365, 78.756622)"
1274,250777406762377,+91-9457614681,+91-915-550-2853,OUTGOING,2020-02-20 20:00:39,2020-02-20 20:39:18,"(28.847369, 78.758552)"
1275,604775855254246,+91-9457614681,+91-925-558-9205,OUTGOING,2020-03-15 18:55:43,2020-03-15 19:23:22,"(28.792365, 78.756622)"
1276,250777406762377,+91-9457614681,+91-855-562-3450,OUTGOING,2020-01-17 03:54:15,2020-01-17 04:01:32,"(28.881342, 78.581894)"
1277,250777406762377,+91-9457614681,+91-755-522-9356,OUTGOING,2020-03-13 20:28:34,2020-03-13 21:28:04,"(28.881342, 78.581894)"
1278,604775855254246,+91-9457614681,+91-755-596-8126,INCOMING,2020-03-14 23:03:26,2020-03-14 23:10:35,"(28.829659, 78.715692)"
1279,604775855254246,+91-9457614681,+91-855-526-2805,OUTGOING,2020-02-16 20:54:00,2020-02-16 21:15:57,"(28.847369, 78.758552)"
1280,604775855254246,+91-9457614681,+91-995-559-8991,OUTGOING,2020-02-01 04:06:18,2020-02-01 04:30:22,"(28.881342, 78.581894)"
1281,250777406762377,+91-9457614681,+91-855-501-9691,INCOMING,2020-02-17 20:10:31,2020-02-17 20:58:25,"(28.829659, 78.715692)"
1282,250777406762377,+91-9457614681,+91-755-562-7393,INCOMING,2020-03-15 19:06:50,2020-03-15 19:39:30,"(28.892516, 78.725159)"
1283,250777406762377,+91-9457614681,+91-855-553-7927,INCOMING,2020-01-11 17:48:58,2020-01-11 18:07:23,"(28.696474, 78.660419)"
1284,250777406762377,+91-9457614681,+91-755-541-2295,OUTGOING,2020-01-15 18:54:41,2020-01-15 19:24:14,"(28.847369, 78.758552)"
1285,250777406762377,+91-9457614681,+91-995-551-3095,OUTGOING,2020-01-05 01:45:28,2020-01-05 02:27:02,"(28.829659, 78.715692)"
1286,250777406762377,+91-9457614681,+91-755-501-4234,INCOMING,2020-01-27 02:37:06,2020-01-27 03:04:19,"(28.696474, 78.660419)"
1287,604775855254246,+91-9457614681,+91-975-556-7249,OUTGOING,2020-03-04 07:52:22,2020-03-04 08:17:25,"(28.696474, 78.660419)"
1288,604775855254246,+91-9457614681,+91-925-550-8251,INCOMING,2020-01-23 09:20:10,2020-01-23 09:30:41,"(28.847369, 78.758552)"
1289,250777406762377,+91-9457614681,+91-925-558-1539,INCOMING,2020-02-17 05:16:27,2020-02-17 06:05:18,"(28.881342, 78.581894)"
1290,250777406762377,+91-9457614681,+91-755-510-3656,INCOMING,2020-02-12 19:19:56,2020-02-12 19:57:18,"(28.696474, 78.660419)"
1291,250777406762377,+91-9457614681,+91-935-555-1034,INCOMING,2020-03-11 06:04:20,2020-03-11 06:18:33,"(28.892516, 78.725159)"
1292,456431013543810,+91-9457614681,+91-755-505-9181,OUTGOING,2020-02-20 15:53:48,2020-02-20 16:52:08,"(28.892516, 78.725159)"
1293,456431013543810,+91-9457614681,+91-975-552-0715,INCOMING,2020-03-20 09:46:37,2020-03-20 10:17:46,"(28.792365, 78.756622)"
1294,456431013543810,+91-9457614681,+91-755-529-9384,INCOMING,2020-01-08 12:34:50,2020-01-08 13:28:08,"(28.881342, 78.581894)"
1295,250777406762377,+91-9457614681,+91-955-559-1994,OUTGOING,2020-02-06 18:42:07,2020-02-06 19:07:29,"(28.829659, 78.715692)"
1296,456431013543810,+91-9457614681,+91-755-561-0725,OUTGOING,2020-01-28 22:34:30,2020-01-28 23:03:00,"(28.881342, 78.581894)"
1297,456431013543810,+91-9457614681,+91-755-565-8423,INCOMING,2020-03-10 01:10:16,2020-03-10 01:21:39,"(28.792365, 78.756622)"
1298,456431013543810,+91-9457614681,+91-755-555-8348,OUTGOING,2020-01-06 12:24:11,2020-01-06 13:18:09,"(28.892516, 78.725159)"
1299,250777406762377,+91-9457614681,+91-755-584-1519,OUTGOING,2020-02-09 01:43:01,2020-02-09 02:20:04,"(28.892516, 78.725159)"
1300,250777406762377,+91-9457614681,+91-925-557-3998,INCOMING,2020-01-22 07:38:33,2020-01-22 07:39:49,"(28.892516, 78.725159)"
1301,456431013543810,+91-9457614681,+91-855-592-9539,INCOMING,2020-02-03 06:18:31,2020-02-03 06:34:26,"(28.892516, 78.725159)"
1302,604775855254246,+91-9457614681,+91-855-562-3450,INCOMING,2020-02-24 02:01:18,2020-02-24 02:17:11,"(28.892516, 78.725159)"
1303,456431013543810,+91-9457614681,+91-955-559-1994,INCOMING,2020-02-03 17:23:18,2020-02-03 17:25:48,"(28.892516, 78.725159)"
1304,456431013543810,+91-9457614681,+91-855-579-8994,INCOMING,2020-02-21 04:52:02,2020-02-21 04:53:55,"(28.847369, 78.758552)"
1305,456431013543810,+91-9457614681,+91-855-571-6375,OUTGOING,2020-01-30 13:58:29,2020-01-30 14:44:39,"(28.892516, 78.725159)"
1306,250777406762377,+91-9457614681,+91-955-559-4440,INCOMING,2020-01-13 01:29:44,2020-01-13 02:01:56,"(28.881342, 78.581894)"
1307,604775855254246,+91-9457614681,+91-755-564-5265,INCOMING,2020-03-06 09:37:31,2020-03-06 09:41:29,"(28.696474, 78.660419)"
1308,250777406762377,+91-9457614681,+91-975-556-7249,OUTGOING,2020-02-13 06:32:03,2020-02-13 07:03:44,"(28.892516, 78.725159)"
1309,604775855254246,+91-9457614681,+91-855-571-6375,INCOMING,2020-03-14 16:09:54,2020-03-14 16:43:20,"(28.696474, 78.660419)"
1310,604775855254246,+91-9457614681,+91-755-529-9384,INCOMING,2020-01-06 01:52:43,2020-01-06 02:07:19,"(28.881342, 78.581894)"
1311,250777406762377,+91-9457614681,+91-755-527-3743,INCOMING,2020-03-06 20:09:29,2020-03-06 20:33:26,"(28.847369, 78.758552)"
1312,250777406762377,+91-9457614681,+91-755-512-9023,OUTGOING,2020-02-09 08:08:55,2020-02-09 08:49:44,"(28.696474, 78.660419)"
1313,604775855254246,+91-9457614681,+91-755-530-5666,OUTGOING,2020-03-17 18:56:38,2020-03-17 19:31:11,"(28.696474, 78.660419)"
1314,604775855254246,+91-9457614681,+91-945-553-4219,OUTGOING,2020-01-23 08:26:06,2020-01-23 09:06:28,"(28.847369, 78.758552)"
1315,604775855254246,+91-9457614681,+91-945-555-5148,OUTGOING,2020-03-04 09:11:57,2020-03-04 09:46:26,"(28.792365, 78.756622)"
1316,604775855254246,+91-9457614681,+91-755-527-3743,OUTGOING,2020-02-26 17:54:20,2020-02-26 18:01:30,"(28.881342, 78.581894)"
1317,604775855254246,+91-9457614681,+91-855-569-0253,OUTGOING,2020-01-11 09:48:07,2020-01-11 10:39:25,"(28.881342, 78.581894)"
1318,604775855254246,+91-9457614681,+91-855-579-5317,INCOMING,2020-01-13 06:30:55,2020-01-13 07:06:23,"(28.892516, 78.725159)"
